,id,caption,diseno,ncValue,address,lat,log,value4,nombre_pw,costo,costo1,costo2,costo3,municipio,tragedia,sector,categoria,tamano,date,406_408,day,month,year,municipio_new,icon
3740,107107,T144208801,Adquisición de diseño,,"San Sebastian, Puerto Rico",18.350987,-66.998123,L-265-1 - Guatema Ward - San Sebastian ,PA-02-PR-4339-PW-08098,153788,138409,0,15379,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,29/04/2021,Proyecto 428,29,4,2021,San Sebastián,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3742,107107,T142908800,Adquisición de diseño,,"Las Cuevas Industrial Park, Trujillo Alto, Puerto Rico",18.363153,-66.996028,Project-3 - Trujillo Alto,PA-02-PR-4339-PW-08583,581190,523071,0,58119,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,3/5/21,Proyecto 428,3,5,2021,San Sebastián,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3744,107107,T122807701,Adquisición de diseño,,"Toa Alta, Puerto Rico",18.384691,-66.249892,PRIDCO Warehouse Building (Toa Alta),PA-02-PR-4339-PW-08372,1800282,1620254,0,180028,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,18/05/2021,Proyecto 428,18,5,2021,Toa Alta,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3746,107107,S133208200,Adquisición de diseño,,"Toa Alta, Puerto Rico",18.385636,-66.250336,PRIDCO Warehouse Building (Toa Alta),PA-02-PR-4339-PW-08372,1800282,1620254,0,180028,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,18/05/2021,Proyecto 428,18,5,2021,Toa Alta,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3748,107107,T050305800,Adquisición de diseño,,"Toa Alta, Puerto Rico",18.384688,-66.252033,PRIDCO Warehouse Building (Toa Alta),PA-02-PR-4339-PW-08372,1800282,1620254,0,180028,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,18/05/2021,Proyecto 428,18,5,2021,Toa Alta,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3750,107107,T035205600,Adquisición de diseño,,"Toa Baja, Puerto Rico",18.445007,-66.252214,"PRIDCO Bldg.PR-867 KM.,Sabana Seca Ward (7.8, Toa Baja)",PA-02-PR-4339-PW-08050,4017253,3615528,0,401725,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,18/05/2021,Proyecto 428,18,5,2021,Toa Baja,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3752,107107,T050405800,Adquisición de diseño,,"Toa Baja, Puerto Rico",18.445009,-66.252674,"PRIDCO Bldg.PR-867 KM.,Sabana Seca Ward (7.8, Toa Baja)",PA-02-PR-4339-PW-08050,4017253,3615528,0,401725,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,18/05/2021,Proyecto 428,18,5,2021,Toa Baja,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3754,107107,S114207400,Adquisición de diseño,,"Toa Baja, Puerto Rico",18.446125,-66.25268,"PRIDCO Bldg.PR-867 KM.,Sabana Seca Ward (7.8, Toa Baja)",PA-02-PR-4339-PW-08050,4017253,3615528,0,401725,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,18/05/2021,Proyecto 428,18,5,2021,Toa Baja,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3756,107107,M094506801,Adquisición de diseño,,"Trujillo Alto, Puerto Rico",18.376393,-66.002789,L-233 - Saint Just Ward - Trujillo Alto,PA-02-PR-4339-PW-07227,380954,342859,0,38095,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,29/04/2021,Proyecto 428,29,4,2021,Trujillo Alto,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3758,107107,S097506900,Adquisición de diseño,,"Trujillo Alto, Puerto Rico",18.37646,-66.003552,L-233 - Saint Just Ward - Trujillo Alto,PA-02-PR-4339-PW-07227,380954,342859,0,38095,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,29/04/2021,Proyecto 428,29,4,2021,Trujillo Alto,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3760,107107,M137908601,Adquisición de diseño,,"Trujillo Alto, Puerto Rico",18.361704,-65.997588,L-357 - Las Cuevas Industrial Park - Trujillo Alto,PA-02-PR-4339-PW-07412,255204,229684,0,25520,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,6/4/21,Proyecto 428,6,4,2021,Trujillo Alto,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3762,107107,M146709001,Adquisición de diseño,,"Trujillo Alto, Puerto Rico",18.360498,-65.995406,L-357 - Las Cuevas Industrial Park - Trujillo Alto,PA-02-PR-4339-PW-07412,255204,229684,0,25520,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,6/4/21,Proyecto 428,6,4,2021,Trujillo Alto,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3764,107107,T147809101,Adquisición de diseño,,"Trujillo Alto, Puerto Rico",18.361216,-65.995854,L-357 - Las Cuevas Industrial Park - Trujillo Alto,PA-02-PR-4339-PW-07412,255204,229684,0,25520,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,6/4/21,Proyecto 428,6,4,2021,Trujillo Alto,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3766,107107,Centro Gubernamental Vega Baja #2720,Adquisición de diseño,,Carr. Núm. 2 Km. 38.3 Int. Carr. Cabo Caribe (Hacia La Playa,18.44704,-66.38651,MPBA036 Arecibo Region,PA-02-PR-4339-PW-03396,395602,356042,40914,39560,Autoridad de Edificios Públicos,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,3/6/20,Proyecto 428,3,6,2020,Utuado,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3768,107107,Comandancia De La Policía Utuado #3700,Construcción,70,"Norte Urb. Cabrera Utuado P.R., Utuado, Puerto Rico",18.26717,-66.712,EPBA020 Utuado Municipality,PA-02-PR-4473-PW-00610,1574616,1417154,0,157462,Autoridad de Edificios Públicos,Terremoto (4473),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,15/03/2022,,15,3,2022,Utuado,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3770,107107,Centro Gubernamental Utuado #2700,Construcción,95,"Carr. 123, Calle Centro Gubernamental, Despues De Estación S",18.26758,-66.71262,MPBA036 Arecibo Region,PA-02-PR-4339-PW-03396,395602,356042,40914,39560,Autoridad de Edificios Públicos,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,3/6/20,Proyecto 428,3,6,2020,Utuado,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3772,107107,T089406700,Adquisición de diseño,,"Utuado, Puerto Rico",18.269,-66.712558,Baseball Park Playita Arriba Sports Recreational Facilities - (Yabucoa),PA-02-PR-4339-PW-08067,1894708,1705237,0,189471,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,27/04/2021,Proyecto 428,27,4,2021,Utuado,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3774,107107,S056706200,Adquisición de diseño,,"Yabucoa, Puerto Rico",18.042361,-65.876215,PROJECT 8 - Vieques/Yabucoa,PA-02-PR-4339-PW-09206,2934969,2641472,0,293497,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,17/09/2021,Proyecto 428,17,9,2021,Vieques,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3776,107107,T022505400,Adquisición de diseño,,"Vieques, Puerto Rico",18.143348,-65.442822,PROJECT 8 - Vieques/Yabucoa,PA-02-PR-4339-PW-09206,2934969,2641472,0,293497,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,17/09/2021,Proyecto 428,17,9,2021,Vieques,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3778,107107,T050705800,Adquisición de diseño,,"Villalba, Puerto Rico",18.127471,-66.489898,L-148 - Zona Urbana - Villalba,PA-02-PR-4339-PW-07857,2500496,2250446,0,250050,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,17/09/2021,Proyecto 428,17,9,2021,Villalba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3780,107107,T082606700,Adquisición de diseño,,"Villalba, Puerto Rico",18.127763,-66.489447,L-148 - Zona Urbana - Villalba,PA-02-PR-4339-PW-07857,2500496,2250446,0,250050,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,17/09/2021,Proyecto 428,17,9,2021,Villalba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3782,107107,T142708800,Adquisición de diseño,,"Yabucoa, Puerto Rico",18.04274,-65.875214,"PRIDCO Bldg.T-0150-2-52, & Extension(Yabucoa)",PA-02-PR-4339-PW-07411,4217154,3795439,0,421715,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,2/6/21,Proyecto 428,2,6,2021,Yabucoa,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3784,107107,T015005200,Adquisición de diseño,,"Yabucoa, Puerto Rico",18.049942,-65.883138,"PRIDCO Bldg.T-0150-2-52, & Extension(Yabucoa)",PA-02-PR-4339-PW-07411,4217154,3795439,0,421715,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,2/6/21,Proyecto 428,2,6,2021,Yabucoa,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3786,107107,T093506800,Adquisición de diseño,,"Yabucoa, Puerto Rico",18.042985,-65.874289,"PRIDCO Bldg.T-0150-2-52, & Extension(Yabucoa)",PA-02-PR-4339-PW-07411,4217154,3795439,0,421715,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,2/6/21,Proyecto 428,2,6,2021,Yabucoa,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
3788,107107,T036905600,Adquisición de diseño,,"Yabucoa, Puerto Rico",18.05115,-65.88331,"PRIDCO Bldg.T-0150-2-52, & Extension(Yabucoa)",PA-02-PR-4339-PW-07411,4217154,3795439,0,421715,Compañía de Fomento Industrial de PR,Huracán María (4339),Edificios P�blicos,Categoría E - Edificios y equipo,Grande,2/6/21,Proyecto 428,2,6,2021,Yabucoa,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0007_Edificios-Publicos_mn0wla.png
