,id,caption,diseno,ncValue,address,lat,log,value4,nombre_pw,costo,costo1,costo2,costo3,municipio,tragedia,sector,categoria,tamano,date,406_408,day,month,year,municipio_new,icon
12852,107107,Road Sector Los Nieves,Construcción,N/A,"Bo. Marin, Sector Los Nieves, Patillas, Puerto Rico, 00723",18.004281,-66.010063,MPAT014 - Roads Los Nieves Sector and Los Colones,PA-02-PR-4339-PW-04228,115747,104172,104172,11575,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,17/04/2020,Proyecto 428,17,4,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12854,107107,Road PR-754 Int La Mula Ward La Sofia Sector Street B,Construcción,55,"Bo. Mula Sector La Sofia PR-754, Patillas, Puerto Rico, 00723",18.05776,-66.03717,"Road-Asphalt Repair-PR-754, Int La Mula Ward La Sofia Sector Street B(Hatillo)",PA-02-PR-4339-PW-04463,2532614,2279352,841552,253262,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,3/10/22,Proyecto 428,3,10,2022,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12856,107107,Municipal Library,Construcción,N/A,"Road Muñoz Rivera, Patillas, Puerto Rico, 00723",18.005002,-66.014045,MPAT045 - Municipal Library,PA-02-PR-4339-PW-04673,99927,89934,89934,9993,Patillas,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,1/9/20,Proyecto 428,1,9,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12858,107107,Basketball Court & Park Bo. Real,Adquisición de construcción,,"Bo. Real PR 181 Km 9.5, Patillas, Puerto Rico, 00723",18.055196,-66.049132,MPAT025 - Basketball Court & Park Bo. Real,PA-02-PR-4339-PW-04810,860792,774713,0,86079,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,15/05/2020,Proyecto 428,15,5,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12860,107107,Multi-Use Center,Adquisición de construcción,,"Cancha Nestor Vazquez, Patillas, Puerto Rico, 00723",18.003861,-66.015033,MPAT010 Patilla's Multi-Use Center Nestor Vazquez,PA-02-PR-4339-PW-04825,726389,653750,0,72639,Patillas,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Grande,16/07/2020,Proyecto 428,16,7,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12862,107107,Fishermans Village & Piers of Patillas,Diseño,100,"Bo. Bajos Road #3 Km 120 H7, Patillas, Puerto Rico, 00723",18.00737,-66.012924,(Cost purpose only) MPAT008 The Fisherman's Village and Docks of Patillas,PA-02-PR-4339-PW-04953,3774035,3396631,93174,377404,Patillas,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Grande,19/12/2022,Proyecto 428,19,12,2022,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12864,107107,Basketball Court Bo. Mamey,Diseño,100,"Bo. Mamey PR 757 Km 8.9, Patillas, Puerto Rico, 00723",18.002974,-65.995834,MPAT062 The Basketball Court of Mamey Ward,PA-02-PR-4339-PW-05055,602942,542648,0,60294,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,8/9/20,Proyecto 428,8,9,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12866,107107,Skate Park - Los Proceres,Adquisición de construcción,,"Calle Los proceres Carr. 3 Interior, Patillas, Puerto Rico, 00723",18.004281,-66.010063,MPAT036 - Skate Park - Los Proceres,PA-02-PR-4339-PW-02730,24501,22051,22051,2450,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,16/04/2020,Proyecto 428,16,4,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12868,107107,Bridge Los Conde,Diseño,100,"Bo. Bajos Sector Los Conde, Patillas, Puerto Rico, 00723",17.97894,-65.99369,MPAT042 Culvert and Road Los Conde,PA-02-PR-4339-PW-02833,631852,568667,13104,63185,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,14/09/2022,Proyecto 428,14,9,2022,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12870,107107,Patillas Municipality Interoperation Communication System,Construcción,N/A,,18.0044,-66.01219,Improved Project - MPAT - Patillas Municipality Interoperability Communication System ,PA-02-PR-4339-PW-03059,105270,94743,94743,10527,Patillas,Huracán María (4339),Municipios,Categoría F - Servicio Básico,Pequeño,16/04/2020,Proyecto 428,16,4,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12872,107107,Bridge Los Lebron,Diseño,100,"Bo. Jacaboa, Sector Los Lebron, Patillas, Puerto Rico, 00723",18.004281,-66.010063,(Cost purpose only) MPAT106 Bridge Los Lebron,PA-02-PR-4339-PW-03246,460213,414192,17550,46021,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,18/10/2022,Proyecto 428,18,10,2022,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12874,107107,Road PR-181 Int Path Los Corinos,Construcción,60,"Bo. Marin PR-181 Path Los Corinos, Patillas, Puerto Rico, 00723",18.022275,-66.010045,"MPAT071 - Road PR-181, Int Path Los Corinos",PA-02-PR-4339-PW-03409,501641,451477,316008,50164,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,27/05/2020,Proyecto 428,27,5,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12876,107107,Basketball Court & Park Bo. Cacao Alto,Adquisición de construcción,,"Bo. Cacao Alto, Patillas, Puerto Rico, 00723",18.016844,-66.029075,MPAT027 - Basketball Court & Park Bo. Cacao Alto,PA-02-PR-4339-PW-04785,344438,309994,0,34444,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,16/04/2020,Proyecto 428,16,4,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12878,107107,Roofed Basketball Court and Park Bo. Cacao Bajo (near a collapsed low water crossing ),Adquisición de construcción,,"Bo. Cacao Bajo PR 184 Km 1.1, Patillas, Puerto Rico, 00723",18.006328,-66.029437,MPAT065 Basketball Court and Park of Cacao Bajo Ward,PA-02-PR-4339-PW-04793,542237,488013,0,54224,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,28/05/2020,Proyecto 428,28,5,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12880,107107,Baseball Park and Roofed Basketball Court Bo. Marin,Diseño,100,"Bo. Marin PR 181 Km 3.9, Patillas, Puerto Rico, 00723",18.03796,-65.99965,MPAT022 - Baseball Park and Roofed Basketball Court Bo. Marin,PA-02-PR-4339-PW-04905,894836,805352,0,89484,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,8/7/20,Proyecto 428,8,7,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12882,107107,Public Works Office,Adquisición de construcción,,"Calle Muñoz Rivera Final, Patillas, Puerto Rico, 00723",18.004238,-66.012724,MPAT050 Patilla's Public Work Offices ,PA-02-PR-4339-PW-06480,593162,533846,0,59316,Patillas,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Grande,8/3/21,Proyecto 428,8,3,2021,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12884,107107,La Vista Sports Facilities,Construcción,N/A,"La Vista, San Juan, Puerto Rico, 00924",18.390911,-66.005423,"MSJM079 Hill Mansion Basketball Court, La Vista Sports facility and Jardines R Oeste Landscape Garden",PA-02-PR-4339-PW-07453,110841,99757,99757,11084,San Juan,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,10/12/20,Proyecto 406,10,12,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12886,107107,City Hall,Adquisición de construcción,,"Calle Muñoz Rivera #17 Pueblo, Patillas, Puerto Rico, 00723",18.005376,-66.01548,MPAT005 Patilla's City Hall,PA-02-PR-4339-PW-02663,534673,481206,0,53467,Patillas,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Grande,27/07/2020,Proyecto 428,27,7,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12888,107107,Bridge Quebrada Arriba (SACO) #2,Diseño,100,"Bo. Quebrada Arriba Sector Fondo Del Saco Carr. #762 #2, Patillas, Puerto Rico, 00723",18.050406,-66.07708,MPAT041 Bridge Quebrada Arriba (SACO) #2,PA-02-PR-4339-PW-02864,356732,321059,17550,35673,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,8/8/22,Proyecto 428,8,8,2022,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12890,107107,Road Los Marquez,Construcción,N/A,"Bo. Cacao Bajo, Los Marquez, Patillas, Puerto Rico, 00723",18.004281,-66.010063,MPAT012 - Road Los Marquez,PA-02-PR-4339-PW-03475,81344,73210,73210,8134,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,11/3/20,Proyecto 428,11,3,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12892,107107,Citizen Support Office,Construcción,N/A,,18.00528,-66.01563,Improved Project - MPAT070 Citizen Support Office,PA-02-PR-4339-PW-03505,69631,62668,62668,6963,Patillas,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,21/08/2020,Proyecto 428,21,8,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12894,107107,Bridge the Cintrons,Adquisición de construcción,,"Bridge the Cintron's, Patillas, Puerto Rico, 00723",18.004281,-66.010063,MPAT096 - Bridge the Cintrons,PA-02-PR-4339-PW-03566,110818,99736,99736,11082,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,16/04/2020,Proyecto 428,16,4,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12896,107107,Road 757 Km. 1.2 La Ceiba,Construcción,N/A,"Bo. Los Pollos Path 757 Km.1.2 La Ceiba, Patillas, Puerto Rico, 00723",18.004281,-66.010063,"MPAT039 - Road 757 Km. 1.2, La Ceiba",PA-02-PR-4339-PW-03567,21357,19221,19221,2136,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,9/4/20,Proyecto 428,9,4,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12898,107107,Road Cacao Bajo Ward Pompos Sector,Construcción,50,"Road Cacao Bajo Ward Pompos Sector , Patillas, Puerto Rico, 00723",18.00737,-66.012924,MPAT104 - Road Cacao Bajo Ward Pompos Sector ,PA-02-PR-4339-PW-04182,872790,785511,222379,87279,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,16/04/2020,Proyecto 428,16,4,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12900,107107,Road Sector Franky Morales,Construcción,N/A,"Bo. Apeadero, Sector Franky Morales-, Patillas, Puerto Rico, 00723",18.004281,-66.010063,MPAT100 - Road Sector Franky Morales,PA-02-PR-4339-PW-04322,45263,40737,40737,4526,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,15/04/2020,Proyecto 428,15,4,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12902,107107,Basketball Court & Park Urb. Valles de La Provindencia,Construcción,N/A,"Urb. Valles de la Providencia, Patillas, Puerto Rico, 00723",17.991697,-65.996959,MPAT031 - Basketball Court & Park Urb. Valles de La Provindencia,PA-02-PR-4339-PW-04758,79668,71701,71701,7967,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,15/04/2020,Proyecto 428,15,4,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12904,107107,Road Ruta Calance Sector Marin,Construcción,40,"Bo. Marin Sector Los Barros Path Calance, Patillas, Puerto Rico, 00723",18.03832,-66.01641,"Road- Asphalt Repair-Calance Sector, Marin Ward(Patillas)",PA-02-PR-4339-PW-05231,1357673,1221906,8775,135767,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,18/11/2022,Proyecto 428,18,11,2022,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12906,107107,City Halls Annex,Diseño,100,"Calle Muñoz Rivera #17 Pueblo, Patillas, Puerto Rico, 00723",18.0053,-66.01502,NOT COMPLIANT EHP - MPAT007 City Hall's Annex,PA-02-PR-4339-PW-02644,1706826,1536144,35190,170682,Patillas,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Grande,24/03/2022,Proyecto 428,24,3,2022,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12908,107107,Municipal Cemetery,Construcción,95,"Carr. 3 KM 125 H7, Patillas, Puerto Rico, 00723",18.00433,-66.01102,(SD/SI) MPAT066 Patilla's Municipal Cemetery,PA-02-PR-4339-PW-02711,130909,117818,91734,13091,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,25/09/2020,Proyecto 428,25,9,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12910,107107,Basketball Court Villas de Patillas,Construcción,N/A,"Villas de Patillas PR 757, Patillas, Puerto Rico, 00723",17.999591,-66.007825,MPAT056 The Roofed Basketball Court of Villas de Patillas,PA-02-PR-4339-PW-02772,33557,30201,30201,3356,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,17/04/2020,Proyecto 428,17,4,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12912,107107,Bridge Zoila Pagan,Construcción,N/A,"ZOILA PAGAN, PROVIDENCIA, Patillas, Puerto Rico, 00723",17.99569,-65.99282,MPAT097 - Bridge Zoila Pagan,PA-02-PR-4339-PW-02784,77647,69882,69882,7765,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,14/02/2020,Proyecto 406,14,2,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12914,107107,Basketball Court & Passive Park Urb. Jardines del Mamey,Construcción,50,"Urb. Jardines del Mamey, Patillas, Puerto Rico, 00723",18.01193,-66.00296,Recipient / Fund Sharing - MPAT028 - Basketball Court & Passive Park Urb. Jardines del Mamey,PA-02-PR-4339-PW-03154,804449,724004,85278,80445,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,21/11/2022,Proyecto 428,21,11,2022,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12916,107107,Bridge Sector Palenque,Construcción,N/A,"Bo. Bajos Sector Palenque (ALTO) Carr. #3, Patillas, Puerto Rico, 00723",17.982544,-65.988221,MPAT088 - Bridge Sector Palenque,PA-02-PR-4339-PW-03270,12931,11638,11638,1293,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,11/3/20,Proyecto 428,11,3,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12918,107107,Culvert Sector Cozon,Construcción,N/A,"Bo. Cacao Bajo Sector Cozon, Patillas, Puerto Rico, 00723",18.00737,-66.012924,MPAT013 - Road William Gonzalez and Culvert Cozon Sector,PA-02-PR-4339-PW-03891,80370,72333,44228,8037,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,1/4/22,Proyecto 428,1,4,2022,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12920,107107,Road Muñoz Rivera Ward Sonadora Sector,Construcción,N/A,"Bo. Real  Sector Sonadora Rd 184 km 10.7 Int, Patillas, Puerto Rico, 00723",18.00737,-66.012924,MPAT079 -  Road Muñoz Rivera Ward Sonadora Sector,PA-02-PR-4339-PW-03893,52484,47236,47236,5248,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,24/04/2020,Proyecto 428,24,4,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12922,107107,Road Egozcue # 4,Diseño,100,"Bo. Egozcue #4, Patillas, Puerto Rico, 00723",18.053072,-65.997157,MPAT078 Road Egozcue # 4,PA-02-PR-4339-PW-03895,2998937,2699043,26737,299894,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,5/8/22,Proyecto 428,5,8,2022,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12924,107107,Road Los Colones,Construcción,N/A,"Bo. Marin, Sector Los Colones, Patillas, Puerto Rico, 00723",18.004281,-66.010063,MPAT014 - Roads Los Nieves Sector and Los Colones,PA-02-PR-4339-PW-04228,115747,104172,104172,11575,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,17/04/2020,Proyecto 428,17,4,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12926,107107,Basketball Court & Park Sec. Lamboglia Calle Palomar,Construcción,40,"Bo. Bajos Sec. Lamboglia Calle Palomar, Patillas, Puerto Rico, 00723",17.979637,-65.984007,Recipient / Fund Sharing Project - MPAT024 - Basketball Court and Park Lamboglia Sector,PA-02-PR-4339-PW-05054,1068883,961995,132074,106888,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,21/11/2022,Proyecto 428,21,11,2022,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12928,107107,Basketball Court Urb. Valles de Patillas,Construcción,N/A,"Urb. Valles de Patillas, BO. Cacao Bajo Sector la Felicita, Patillas, Puerto Rico, 00723",18.009608,-66.025181,MPAT060 The Basketball Court of Valles de Patillas Development,PA-02-PR-4339-PW-02715,36121,32509,32509,3612,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,17/04/2020,Proyecto 428,17,4,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12930,107107,Guardarrayas Cemetery,Construcción,N/A,"Guardarraya Ward Recio Sector Road #3, Patillas, Puerto Rico, 00723",18.00737,-66.012924,Improved Project - MPAT067 Guardarraya's Cemetery,PA-02-PR-4339-PW-02891,62890,56601,56601,6289,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,16/04/2020,Proyecto 428,16,4,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12932,107107,Bridge Camino Maria Mariscal,Diseño,100,"Bo. Los Rios Camino Maria Mariscal, Patillas, Puerto Rico, 00723",17.998065,-65.970357,MPAT087 Bridge Camino Maria Mariscal,PA-02-PR-4339-PW-02930,895966,806369,17550,89597,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,26/08/2022,Proyecto 428,26,8,2022,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12934,107107,Culvert Sector Riachuelo,Diseño,100,"Bo. Real Sector Riachuelo, Patillas, Puerto Rico, 00723",18.062025,-66.060928,MPAT094 Bridge Sector Riachuelo,PA-02-PR-4339-PW-03151,956546,860892,13381,95654,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,18/09/2022,Proyecto 428,18,9,2022,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12936,107107,Road PR-181 Int Guaraguao #2,Diseño,100,"Bo. Marin PR-181 Int Los Barros Path Guaraguao #2, Patillas, Puerto Rico, 00723",18.039492,-66.00493,"MPAT075 - Road PR-181, Int Guaraguao #2",PA-02-PR-4339-PW-03388,450083,405075,0,45008,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,2/4/20,Proyecto 428,2,4,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12938,107107,Bridge Sector Los Colones,Construcción,N/A,"Bo. Marin PR 181, Sector Los Barros  - Los Colones, Patillas, Puerto Rico, 00723",18.004281,-66.010063,Improved Project - MPAT085 - Bridge Sector Los Colones,PA-02-PR-4339-PW-03713,77163,69447,69447,7716,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,23/04/2020,Proyecto 428,23,4,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12940,107107,Basketball Court Urb. San Benito,Diseño,100,"Urb. San Benito Km 124.9, Patillas, Puerto Rico, 00723",18.004738,-66.010098,"Basketball Court Urb. San Benito  Pueblo Ward, Urb. San Benito St. 1st (Patillas)",PA-02-PR-4339-PW-04762,1315109,1183598,0,131511,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,23/06/2020,Proyecto 428,23,6,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12942,107107,Mama Nico Plaza,Construcción,N/A,"Sector Pueblito PR 757 Hacia Bo. Mamey, Patillas, Puerto Rico, 00723",18.007036,-66.012376,Improved Project - MPAT035 - Mama Nico Plaza,PA-02-PR-4339-PW-04776,36776,33098,33098,3678,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,14/04/2020,Proyecto 428,14,4,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12944,107107,Basketball Court & Park Bo. Los Pollos,Adquisición de construcción,,"Bo. Los Pollos PR 757 Km 1.7, Patillas, Puerto Rico, 00723",18.002974,-65.995834,MPAT032 - Basketball Court & Park Bo. Los Pollos,PA-02-PR-4339-PW-04787,639954,575959,0,63995,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,15/04/2020,Proyecto 428,15,4,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12946,107107,Municipal Museum,Construcción,N/A,"Calle Muñoz Rivera #17 Pueblo, Patillas, Puerto Rico, 00723",18.005313,-66.014415,"MPAT108 Patilla's  Museum ""Pedro Albizu Campo""",PA-02-PR-4339-PW-04909,76400,68760,68760,7640,Patillas,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,25/09/2020,Proyecto 428,25,9,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12948,107107,Double-A Baseball Stadium  Angelita Lind,Diseño,30,"Carr. 3 Km 125 H6, Patillas, Puerto Rico, 00723",18.00433,-66.01102,"MPAT064 Patilla's Double-A Baseball Stadium ""Angelita Lind""",PA-02-PR-4339-PW-05920,6909226,6218304,25200,690922,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,12/9/22,Proyecto 428,12,9,2022,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12950,107107,R. Oeste  Gardens Landscape Garden,Construcción,N/A,"San Juan, SAN JUAN, Puerto Rico, 00900",18,-66,"MSJM079 Hill Mansion Basketball Court, La Vista Sports facility and Jardines R Oeste Landscape Garden",PA-02-PR-4339-PW-07453,110841,99757,99757,11084,San Juan,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,10/12/20,Proyecto 406,10,12,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12952,107107,Hill Mansion Basketball Court,Construcción,N/A,"Calle 65 Final, SAN JUAN, Puerto Rico, 00900",18.38168,-66.033952,"MSJM079 Hill Mansion Basketball Court, La Vista Sports facility and Jardines R Oeste Landscape Garden",PA-02-PR-4339-PW-07453,110841,99757,99757,11084,San Juan,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,10/12/20,Proyecto 406,10,12,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12954,107107,Sport Complex (Los Paseo),Adquisición de construcción,,"Complejo Deportivo, Patillas, Puerto Rico, 00723",18.00338,-66.00834,MPAT034 - Sport Complex (Los Paseo),PA-02-PR-4339-PW-02504,22816,20534,20534,2282,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,14/04/2020,Proyecto 428,14,4,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12956,107107,Bronze Sculptures & Mayors Statues,Adquisición de construcción,,"Calle Muñoz Rivera, Patillas, Puerto Rico, 00723",18.0053,-66.01502,MPAT063 Patilla's Bronze Sculpture and Mayor's Statues,PA-02-PR-4339-PW-02578,54810,49329,49329,5481,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,5/6/20,Proyecto 428,5,6,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
